"player1","player2","win1","win2"
"Ajla Tomljanovic","Aliaksandra Sasnovich",1,0
"Ajla Tomljanovic","Alize Cornet",0,1
"Ajla Tomljanovic","Amanda Anisimova",1,0
"Ajla Tomljanovic","Ana Bogdan",0,1
"Ajla Tomljanovic","Anastasia Pavlyuchenkova",0,1
"Ajla Tomljanovic","Anastasia Potapova",2,0
"Ajla Tomljanovic","Angelique Kerber",0,1
"Ajla Tomljanovic","Anna Karolina Schmiedlova",2,0
"Ajla Tomljanovic","Aryna Sabalenka",0,2
"Ajla Tomljanovic","Barbora Krejcikova",0,1
"Ajla Tomljanovic","Belinda Bencic",0,2
"Ajla Tomljanovic","Daria Kasatkina",0,1
"Ajla Tomljanovic","Elina Svitolina",0,1
"Ajla Tomljanovic","Elise Mertens",1,0
"Ajla Tomljanovic","Fernanda Contreras Gomez",1,0
"Ajla Tomljanovic","Fiona Ferro",0,1
"Ajla Tomljanovic","Garbine Muguruza",1,0
"Ajla Tomljanovic","Hailey Baptiste",1,0
"Ajla Tomljanovic","Harriet Dart",0,1
"Ajla Tomljanovic","Heather Watson",1,0
"Ajla Tomljanovic","Iga Swiatek",0,2
"Ajla Tomljanovic","Jaqueline Cristian",0,1
"Ajla Tomljanovic","Karolina Muchova",1,0
"Ajla Tomljanovic","Karolina Pliskova",0,1
"Ajla Tomljanovic","Katie Volynets",1,0
"Ajla Tomljanovic","Lin Zhu",1,0
"Ajla Tomljanovic","Liudmila Samsonova",2,1
"Ajla Tomljanovic","Lizette Cabrera",1,0
"Ajla Tomljanovic","Lucia Bronzetti",0,1
"Ajla Tomljanovic","Madison Keys",0,1
"Ajla Tomljanovic","Marketa Vondrousova",0,1
"Ajla Tomljanovic","Misaki Doi",1,0
"Ajla Tomljanovic","Naomi Osaka",0,1
"Ajla Tomljanovic","Ons Jabeur",0,1
"Ajla Tomljanovic","Paula Badosa",1,2
"Ajla Tomljanovic","Petra Kvitova",0,1
"Ajla Tomljanovic","Petra Martic",1,0
"Ajla Tomljanovic","Serena Williams",1,0
"Ajla Tomljanovic","Shuai Zhang",1,0
"Ajla Tomljanovic","Simona Halep",0,1
"Ajla Tomljanovic","Sloane Stephens",1,0
"Ajla Tomljanovic","Sofia Kenin",0,1
"Ajla Tomljanovic","Sorana Cirstea",0,1
"Ajla Tomljanovic","Storm Sanders",0,1
"Ajla Tomljanovic","Tamara Zidansek",1,0
"Ajla Tomljanovic","Varvara Gracheva",0,1
"Ajla Tomljanovic","Veronika Kudermetova",2,0
"Yaroslava Shvedova","Ajla Tomljanovic",0,1
"Ajla Tomljanovic","Yulia Putintseva",0,1
"Aleksandra Krunic","Aliaksandra Sasnovich",0,1
"Aleksandra Krunic","Anett Kontaveit",0,1
"Aleksandra Krunic","Barbora Krejcikova",1,0
"Aleksandra Krunic","Bernarda Pera",0,1
"Aleksandra Krunic","Jaqueline Cristian",0,1
"Aleksandra Krunic","Kaja Juvan",1,1
"Katie Boulter","Aleksandra Krunic",0,1
"Aleksandra Krunic","Liudmila Samsonova",0,1
"Aliaksandra Sasnovich","Alize Cornet",1,0
"Aliaksandra Sasnovich","Amanda Anisimova",0,1
"Aliaksandra Sasnovich","Ana Bogdan",1,0
"Aliaksandra Sasnovich","Anett Kontaveit",0,1
"Aliaksandra Sasnovich","Ann Li",1,0
"Aliaksandra Sasnovich","Anna Bondar",1,0
"Aliaksandra Sasnovich","Belinda Bencic",0,1
"Aliaksandra Sasnovich","Camila Osorio",2,0
"Aliaksandra Sasnovich","Caty Mcnally",0,1
"Aliaksandra Sasnovich","Christina Mchale",1,0
"Aliaksandra Sasnovich","Clara Burel",0,1
"Aliaksandra Sasnovich","Clara Tauson",1,0
"Aliaksandra Sasnovich","Daria Kasatkina",1,1
"Aliaksandra Sasnovich","Elena Rybakina",0,3
"Aliaksandra Sasnovich","Elisabetta Cocciaretto",1,0
"Aliaksandra Sasnovich","Elise Mertens",0,2
"Aliaksandra Sasnovich","Emma Raducanu",1,0
"Aliaksandra Sasnovich","Eugenie Bouchard",1,0
"Aliaksandra Sasnovich","Fiona Ferro",1,0
"Aliaksandra Sasnovich","Garbine Muguruza",0,1
"Aliaksandra Sasnovich","Heather Watson",0,1
"Aliaksandra Sasnovich","Irina Camelia Begu",1,2
"Aliaksandra Sasnovich","Jaqueline Cristian",1,0
"Aliaksandra Sasnovich","Jelena Ostapenko",1,1
"Aliaksandra Sasnovich","Jessica Pegula",0,1
"Aliaksandra Sasnovich","Lauren Davis",1,0
"Aliaksandra Sasnovich","Lesia Tsurenko",2,0
"Aliaksandra Sasnovich","Liudmila Samsonova",0,1
"Aliaksandra Sasnovich","Madison Brengle",1,0
"Aliaksandra Sasnovich","Madison Keys",1,0
"Aliaksandra Sasnovich","Magda Linette",1,0
"Aliaksandra Sasnovich","Marta Kostyuk",0,1
"Aliaksandra Sasnovich","Nadia Podoroska",1,0
"Aliaksandra Sasnovich","Ons Jabeur",0,1
"Aliaksandra Sasnovich","Petra Kvitova",0,1
"Aliaksandra Sasnovich","Qinwen Zheng",0,1
"Aliaksandra Sasnovich","Rebecca Peterson",1,0
"Aliaksandra Sasnovich","Sara Sorribes Tormo",1,0
"Aliaksandra Sasnovich","Shuai Zhang",1,0
"Aliaksandra Sasnovich","Simona Halep",1,1
"Aliaksandra Sasnovich","Victoria Azarenka",0,1
"Aliaksandra Sasnovich","Xin Yu Wang",2,0
"Aliona Bolsova","Ankita Raina",1,0
"Camila Giorgi","Aliona Bolsova",1,0
"Aliona Bolsova","Jennifer Brady",0,1
"Aliona Bolsova","Kaja Juvan",0,1
"Aliona Bolsova","Liudmila Samsonova",0,1
"Aliona Bolsova","Marie Bouzkova",0,1
"Aliona Bolsova","Qiang Wang",0,1
"Aliona Bolsova","Su Wei Hsieh",1,0
"Alison Riske Amritraj","Alize Cornet",2,0
"Alison Riske Amritraj","Ana Konjuh",0,1
"Alison Riske Amritraj","Anastasia Gasanova",0,1
"Alison Riske Amritraj","Anastasia Pavlyuchenkova",0,1
"Alison Riske Amritraj","Anastasia Potapova",0,1
"Alison Riske Amritraj","Anhelina Kalinina",1,0
"Alison Riske Amritraj","Ankita Raina",1,0
"Alison Riske Amritraj","Ann Li",1,0
"Alison Riske Amritraj","Anna Kalinskaya",0,1
"Alison Riske Amritraj","Bianca Andreescu",0,1
"Alison Riske Amritraj","Camila Osorio",1,0
"Alison Riske Amritraj","Caroline Garcia",0,1
"Alison Riske Amritraj","Caty Mcnally",1,0
"Alison Riske Amritraj","Claire Liu",0,1
"Alison Riske Amritraj","Coco Vandeweghe",1,0
"Alison Riske Amritraj","Danielle Collins",1,0
"Alison Riske Amritraj","Dayana Yastremska",1,0
"Alison Riske Amritraj","Donna Vekic",1,1
"Alison Riske Amritraj","Elena Rybakina",0,1
"Alison Riske Amritraj","Elizabeth Mandlik",0,1
"Alison Riske Amritraj","En Shuo Liang",1,0
"Alison Riske Amritraj","Fiona Ferro",1,0
"Alison Riske Amritraj","Garbine Muguruza",1,0
"Alison Riske Amritraj","Jaqueline Cristian",1,0
"Alison Riske Amritraj","Jasmine Paolini",0,1
"Alison Riske Amritraj","Jelena Ostapenko",1,1
"Alison Riske Amritraj","Jil Teichmann",1,1
"Alison Riske Amritraj","Kaja Juvan",1,0
"Alison Riske Amritraj","Kristina Mladenovic",1,0
"Alison Riske Amritraj","Leylah Fernandez",1,0
"Alison Riske Amritraj","Madison Brengle",1,0
"Alison Riske Amritraj","Madison Keys",0,2
"Alison Riske Amritraj","Magda Linette",1,1
"Alison Riske Amritraj","Marie Bouzkova",1,0
"Alison Riske Amritraj","Mihaela Buzarnescu",0,1
"Alison Riske Amritraj","Mona Barthel",1,0
"Alison Riske Amritraj","Naomi Osaka",0,1
"Alison Riske Amritraj","Petra Kvitova",1,0
"Alison Riske Amritraj","Sara Sorribes Tormo",1,0
"Alison Riske Amritraj","Simona Halep",0,1
"Alison Riske Amritraj","Sorana Cirstea",0,1
"Alison Riske Amritraj","Tamara Zidansek",1,0
"Alison Riske Amritraj","Vera Zvonareva",0,1
"Alison Riske Amritraj","Victoria Azarenka",0,1
"Alison Riske Amritraj","Viktoria Kuzmova",1,0
"Alison Riske Amritraj","Xin Yu Wang",1,0
"Xiyu Wang","Alison Riske Amritraj",1,0
"Alison Riske Amritraj","Yulia Putintseva",0,1
"Alison Van Uytvanck","Amanda Anisimova",0,1
"Alison Van Uytvanck","Anett Kontaveit",0,1
"Alison Van Uytvanck","Anna Lena Friedsam",1,0
"Alison Van Uytvanck","Caroline Garcia",0,1
"Alison Van Uytvanck","Clara Burel",1,1
"Alison Van Uytvanck","Cristina Bucsa",1,0
"Alison Van Uytvanck","Dalma Galfi",1,0
"Alison Van Uytvanck","Danielle Collins",0,1
"Alison Van Uytvanck","Danka Kovinic",1,1
"Alison Van Uytvanck","Donna Vekic",0,1
"Alison Van Uytvanck","Elena Rybakina",0,1
"Alison Van Uytvanck","Garbine Muguruza",0,2
"Alison Van Uytvanck","Jaqueline Cristian",1,0
"Alison Van Uytvanck","Jil Teichmann",0,1
"Alison Van Uytvanck","Kaja Juvan",0,1
"Alison Van Uytvanck","Lesia Tsurenko",1,0
"Alison Van Uytvanck","Marketa Vondrousova",0,2
"Alison Van Uytvanck","Marta Kostyuk",0,1
"Alison Van Uytvanck","Nao Hibino",1,0
"Alison Van Uytvanck","Paula Badosa",0,1
"Alison Van Uytvanck","Petra Kvitova",1,0
"Alison Van Uytvanck","Qiang Wang",0,1
"Alison Van Uytvanck","Storm Sanders",0,1
"Alison Van Uytvanck","Su Wei Hsieh",1,0
"Alison Van Uytvanck","Varvara Gracheva",2,0
"Alison Van Uytvanck","Venus Williams",1,0
"Vera Zvonareva","Alison Van Uytvanck",0,2
"Alison Van Uytvanck","Yulia Putintseva",1,1
"Alize Cornet","Anastasia Pavlyuchenkova",0,1
"Alize Cornet","Anastasia Potapova",1,0
"Alize Cornet","Anastasia Zakharova",1,0
"Alize Cornet","Ann Li",1,2
"Alize Cornet","Anna Kalinskaya",0,1
"Alize Cornet","Anna Karolina Schmiedlova",1,0
"Alize Cornet","Aryna Sabalenka",0,2
"Alize Cornet","Bianca Andreescu",0,1
"Alize Cornet","Caroline Garcia",1,0
"Alize Cornet","Clara Burel",0,1
"Alize Cornet","Clara Tauson",1,0
"Alize Cornet","Cristina Bucsa",0,1
"Alize Cornet","Danielle Collins",0,2
"Alize Cornet","Daria Kasatkina",1,0
"Alize Cornet","Dayana Yastremska",1,1
"Alize Cornet","Elena Gabriela Ruse",1,0
"Alize Cornet","Elina Svitolina",0,1
"Alize Cornet","Elise Mertens",0,2
"Alize Cornet","Emma Raducanu",1,0
"Alize Cornet","Garbine Muguruza",1,0
"Alize Cornet","Harriet Dart",1,0
"Alize Cornet","Jasmine Paolini",1,1
"Alize Cornet","Jelena Ostapenko",0,1
"Alize Cornet","Kaja Juvan",0,1
"Alize Cornet","Karolina Pliskova",0,1
"Alize Cornet","Katerina Siniakova",1,0
"Alize Cornet","Kimberly Birrell",0,1
"Alize Cornet","Laura Pigossi",1,0
"Alize Cornet","Lesley Pattinama Kerkhove",1,0
"Alize Cornet","Leylah Fernandez",0,1
"Alize Cornet","Lin Zhu",0,1
"Alize Cornet","Linda Noskova",0,1
"Alize Cornet","Liudmila Samsonova",1,0
"Alize Cornet","Mandy Minella",1,0
"Alize Cornet","Marketa Vondrousova",1,0
"Alize Cornet","Naomi Osaka",0,2
"Alize Cornet","Nuria Parrizas Diaz",0,1
"Alize Cornet","Ons Jabeur",0,1
"Alize Cornet","Paula Badosa",0,1
"Alize Cornet","Petra Kvitova",0,1
"Alize Cornet","Rebecca Marino",1,0
"Alize Cornet","Shuai Zhang",1,0
"Alize Cornet","Simona Halep",1,0
"Alize Cornet","Sloane Stephens",0,1
"Alize Cornet","Stefanie Voegele",1,0
"Alize Cornet","Svetlana Kuznetsova",1,0
"Alize Cornet","Tamara Zidansek",2,0
"Alize Cornet","Varvara Gracheva",1,0
"Alize Cornet","Veronika Kudermetova",1,0
"Alize Cornet","Viktoriya Tomova",1,0
"Alize Cornet","Xin Yu Wang",1,0
"Arantxa Rus","Alycia Parks",1,0
"Alycia Parks","Barbora Krejcikova",0,1
"Alycia Parks","Karolina Pliskova",1,0
"Alycia Parks","Maria Sakkari",1,0
"Alycia Parks","Olga Danilovic",0,1
"Amanda Anisimova","Ana Konjuh",1,0
"Amanda Anisimova","Arianne Hartono",1,0
"Amanda Anisimova","Ashleigh Barty",0,1
"Amanda Anisimova","Ashlyn Krueger",1,0
"Amanda Anisimova","Barbora Krejcikova",0,1
"Amanda Anisimova","Beatriz Haddad Maia",1,0
"Amanda Anisimova","Belinda Bencic",1,0
"Amanda Anisimova","Bianca Andreescu",0,1
"Amanda Anisimova","Camila Giorgi",1,0
"Amanda Anisimova","Carol Zhao",1,0
"Amanda Anisimova","Daria Kasatkina",2,0
"Amanda Anisimova","Elina Svitolina",0,1
"Amanda Anisimova","Garbine Muguruza",0,1
"Amanda Anisimova","Irina Camelia Begu",1,0
"Amanda Anisimova","Jelena Ostapenko",0,1
"Amanda Anisimova","Karolina Pliskova",1,3
"Amanda Anisimova","Leylah Fernandez",0,1
"Amanda Anisimova","Naomi Osaka",1,0
"Amanda Anisimova","Oceane Dodin",1,0
"Amanda Anisimova","Shelby Rogers",0,3
"Amanda Anisimova","Sloane Stephens",1,0
"Amanda Anisimova","Sorana Cirstea",1,0
"Amanda Anisimova","Tereza Martincova",1,0
"Amanda Anisimova","Viktorija Golubic",1,0
"Amanda Anisimova","Yulia Putintseva",0,1
"Amanda Anisimova","Zarina Diyas",1,0
"Ana Bogdan","Anastasija Sevastova",1,0
"Ana Bogdan","Ashleigh Barty",0,1
"Ana Bogdan","Beatriz Haddad Maia",1,0
"Ana Bogdan","Dalma Galfi",1,0
"Ana Bogdan","Danielle Collins",0,1
"Ana Bogdan","Dayana Yastremska",0,1
"Ana Bogdan","Elena Rybakina",0,1
"Ana Bogdan","Emma Raducanu",0,1
"Ana Bogdan","Heather Watson",1,0
"Ana Bogdan","Jule Niemeier",0,1
"Ana Bogdan","Kamilla Rakhimova",1,0
"Ana Bogdan","Marketa Vondrousova",0,1
"Ana Bogdan","Panna Udvardy",1,0
"Ana Bogdan","Tamara Zidansek",1,0
"Ana Bogdan","Varvara Gracheva",0,1
"Ana Bogdan","Zarina Diyas",0,1
"Ana Konjuh","Anastasia Gasanova",0,1
"Ana Konjuh","Anastasia Pavlyuchenkova",0,1
"Ana Konjuh","Anastasija Sevastova",0,1
"Ana Konjuh","Anett Kontaveit",0,1
"Ana Konjuh","Anna Karolina Schmiedlova",1,0
"Ana Konjuh","Beatriz Haddad Maia",0,1
"Ana Konjuh","Claire Liu",0,1
"Ana Konjuh","Cori Gauff",0,1
"Ana Konjuh","Danielle Collins",0,2
"Ana Konjuh","Daria Saville",1,0
"Ana Konjuh","Donna Vekic",1,0
"Ana Konjuh","Elena Gabriela Ruse",0,1
"Ana Konjuh","Harriet Dart",0,1
"Ana Konjuh","Iga Swiatek",1,0
"Ana Konjuh","Jule Niemeier",0,1
"Ana Konjuh","Kaia Kanepi",1,0
"Ana Konjuh","Katerina Siniakova",1,0
"Ana Konjuh","Katie Boulter",0,1
"Ana Konjuh","Kristina Mladenovic",0,1
"Ana Konjuh","Leylah Fernandez",0,1
"Ana Konjuh","Madison Keys",1,0
"Ana Konjuh","Marie Bouzkova",1,0
"Ana Konjuh","Marketa Vondrousova",1,0
"Ana Konjuh","Marta Kostyuk",1,0
"Ana Konjuh","Qinwen Zheng",0,1
"Ana Konjuh","Shelby Rogers",1,0
"Ana Konjuh","Shuai Zhang",1,0
"Ana Konjuh","Tamara Zidansek",0,1
"Ana Konjuh","Tereza Martincova",1,0
"Anastasia Gasanova","Anastasia Pavlyuchenkova",1,0
"Anastasia Gasanova","Astra Sharma",1,0
"Anastasia Gasanova","Elina Svitolina",1,0
"Anastasia Gasanova","Greet Minnen",0,1
"Anastasia Gasanova","Jelena Ostapenko",0,1
"Anastasia Gasanova","Jil Teichmann",1,0
"Anastasia Gasanova","Karolina Pliskova",1,0
"Anastasia Gasanova","Katarina Zavatska",1,0
"Anastasia Gasanova","Lesia Tsurenko",0,1
"Anastasia Gasanova","Misaki Doi",0,1
"Anastasia Gasanova","Mona Barthel",1,0
"Anastasia Gasanova","Sara Sorribes Tormo",0,1
"Anastasia Gasanova","Vera Zvonareva",0,1
"Anastasia Gasanova","Yulia Putintseva",0,1
"Anastasia Pavlyuchenkova","Anastasija Sevastova",1,0
"Anastasia Pavlyuchenkova","Anna Bondar",1,0
"Anastasia Pavlyuchenkova","Anna Karolina Schmiedlova",1,0
"Anastasia Pavlyuchenkova","Anna Lena Friedsam",1,0
"Anastasia Pavlyuchenkova","Belinda Bencic",0,1
"Anastasia Pavlyuchenkova","Bernarda Pera",1,0
"Anastasia Pavlyuchenkova","Caroline Garcia",1,0
"Anastasia Pavlyuchenkova","Danielle Collins",0,1
"Anastasia Pavlyuchenkova","Daria Kasatkina",0,1
"Anastasia Pavlyuchenkova","Garbine Muguruza",0,1
"Anastasia Pavlyuchenkova","Jessica Pegula",0,1
"Anastasia Pavlyuchenkova","Karolina Pliskova",0,1
"Anastasia Pavlyuchenkova","Kristyna Pliskova",1,0
"Anastasia Pavlyuchenkova","Leylah Fernandez",0,1
"Anastasia Pavlyuchenkova","Madison Keys",1,0
"Anastasia Pavlyuchenkova","Marketa Vondrousova",0,2
"Anastasia Pavlyuchenkova","Misaki Doi",1,0
"Anastasia Pavlyuchenkova","Naomi Osaka",0,1
"Anastasia Pavlyuchenkova","Ons Jabeur",0,1
"Anastasia Pavlyuchenkova","Petra Kvitova",0,1
"Anastasia Pavlyuchenkova","Rebecca Marino",1,0
"Samantha Stosur","Anastasia Pavlyuchenkova",0,1
"Anastasia Pavlyuchenkova","Sara Errani",1,0
"Anastasia Pavlyuchenkova","Sara Sorribes Tormo",1,0
"Anastasia Pavlyuchenkova","Sorana Cirstea",0,1
"Anastasia Pavlyuchenkova","Tereza Martincova",0,1
"Anastasia Pavlyuchenkova","Varvara Gracheva",1,0
"Anastasia Pavlyuchenkova","Veronika Kudermetova",0,1
"Anastasia Potapova","Anett Kontaveit",1,0
"Anastasia Potapova","Ann Li",1,0
"Anastasia Potapova","Anna Blinkova",0,1
"Anastasia Potapova","Anna Bondar",2,0
"Anastasia Potapova","Anna Karolina Schmiedlova",0,1
"Anastasia Potapova","Barbora Krejcikova",0,1
"Anastasia Potapova","Belinda Bencic",1,0
"Anastasia Potapova","Camila Giorgi",0,1
"Anastasia Potapova","Caroline Garcia",1,0
"Anastasia Potapova","Claire Liu",2,0
"Anastasia Potapova","Cori Gauff",0,1
"Anastasia Potapova","Diane Parry",0,1
"Anastasia Potapova","Elina Svitolina",0,1
"Anastasia Potapova","Elisabetta Cocciaretto",0,1
"Anastasia Potapova","Jessica Pegula",0,1
"Anastasia Potapova","Kristina Mladenovic",1,0
"Anastasia Potapova","Laura Siegemund",1,0
"Anastasia Potapova","Lesia Tsurenko",1,0
"Anastasia Potapova","Lesley Pattinama Kerkhove",1,0
"Anastasia Potapova","Lin Zhu",1,0
"Anastasia Potapova","Lizette Cabrera",1,0
"Anastasia Potapova","Madison Brengle",0,1
"Anastasia Potapova","Madison Keys",1,0
"Anastasia Potapova","Maria Sakkari",0,2
"Anastasia Potapova","Marie Bouzkova",0,1
"Anastasia Potapova","Misaki Doi",0,1
"Anastasia Potapova","Petra Kvitova",0,1
"Anastasia Potapova","Qiang Wang",1,0
"Anastasia Potapova","Qinwen Zheng",0,1
"Anastasia Potapova","Rebecca Peterson",0,2
"Anastasia Potapova","Serena Williams",0,1
"Anastasia Potapova","Shelby Rogers",1,0
"Anastasia Potapova","Simona Halep",0,3
"Anastasia Potapova","Tamara Zidansek",0,1
"Anastasia Potapova","Timea Babos",1,0
"Anastasia Potapova","Veronika Kudermetova",0,1
"Anastasia Potapova","Viktorija Golubic",1,0
"Anastasia Potapova","Xin Yu Wang",1,0
"Anastasia Zakharova","Anna Blinkova",0,1
"Anastasia Zakharova","Oceane Dodin",0,1
"Anastasia Zakharova","Sara Sorribes Tormo",0,1
"Anastasia Zakharova","Tamara Zidansek",0,1
"Anastasia Zakharova","Zarina Diyas",0,1
"Anastasija Sevastova","Ankita Raina",1,0
"Anastasija Sevastova","Ann Li",0,1
"Anastasija Sevastova","Bernarda Pera",1,0
"Anastasija Sevastova","Caroline Garcia",2,0
"Anastasija Sevastova","Christina Mchale",1,0
"Anastasija Sevastova","Cori Gauff",1,1
"Anastasija Sevastova","Elina Svitolina",0,1
"Anastasija Sevastova","Fiona Ferro",0,1
"Anastasija Sevastova","Jil Teichmann",0,1
"Anastasija Sevastova","Kaia Kanepi",0,1
"Anastasija Sevastova","Karolina Pliskova",0,1
"Anastasija Sevastova","Katerina Siniakova",0,1
"Anastasija Sevastova","Madison Brengle",1,0
"Anastasija Sevastova","Magda Linette",0,1
"Anastasija Sevastova","Olga Danilovic",1,0
"Anastasija Sevastova","Ons Jabeur",0,1
"Anastasija Sevastova","Paula Badosa",0,1
"Anastasija Sevastova","Petra Martic",0,1
"Polona Hercog","Anastasija Sevastova",0,1
"Anastasija Sevastova","Simona Halep",1,0
"Andrea Petkovic","Anett Kontaveit",0,1
"Andrea Petkovic","Anna Blinkova",0,1
"Andrea Petkovic","Barbora Krejcikova",0,1
"Belinda Bencic","Andrea Petkovic",1,0
"Andrea Petkovic","Clara Burel",1,0
"Andrea Petkovic","Clara Tauson",1,0
"Andrea Petkovic","Elina Svitolina",0,1
"Andrea Petkovic","Garbine Muguruza",0,1
"Andrea Petkovic","Irina Camelia Begu",1,0
"Andrea Petkovic","Jelena Ostapenko",1,1
"Andrea Petkovic","Jessica Pegula",0,1
"Andrea Petkovic","Liudmila Samsonova",1,0
"Andrea Petkovic","Marketa Vondrousova",0,1
"Andrea Petkovic","Martina Trevisan",1,0
"Andrea Petkovic","Naomi Osaka",0,1
"Andrea Petkovic","Ons Jabeur",0,1
"Andrea Petkovic","Rebecca Marino",0,1
"Andrea Petkovic","Rebecca Peterson",1,0
"Andrea Petkovic","Shuai Zhang",1,0
"Andrea Petkovic","Sofia Kenin",0,1
"Andrea Petkovic","Varvara Gracheva",0,1
"Andrea Petkovic","Viktorija Golubic",0,2
"Andrea Petkovic","Yulia Putintseva",0,1
"Anett Kontaveit","Angelique Kerber",1,0
"Anett Kontaveit","Anhelina Kalinina",1,0
"Anett Kontaveit","Ann Li",0,1
"Anett Kontaveit","Aryna Sabalenka",0,1
"Anett Kontaveit","Barbora Krejcikova",1,2
"Anett Kontaveit","Beatriz Haddad Maia",1,0
"Anett Kontaveit","Belinda Bencic",2,0
"Anett Kontaveit","Bianca Andreescu",1,0
"Anett Kontaveit","Caroline Garcia",1,0
"Anett Kontaveit","Christina Mchale",1,0
"Anett Kontaveit","Clara Tauson",0,1
"Anett Kontaveit","Ekaterina Alexandrova",1,0
